transaction_id,date,product,region,channel,units,unit_price_gbp,discount_pct,inventory_on_hand,lead_time_days,customer_satisfaction,delivery_delay_days,gross_revenue_gbp,net_revenue_gbp,cost_gbp,profit_gbp
TXN-002715,2024-10-29,Plus,India,Direct,4,75,0.013,83,30.0,4.37,3.0,300,296.1,175.42,120.68
TXN-002716,2025-10-27,Plus,India,Partner,6,75,0.007,313,7.0,2.68,4.0,450,446.85,236.7,210.15
TXN-002717,2025-02-22,Enterprise,Germany,Online,4,245,0.02,219,15.0,3.84,2.0,980,960.4,424.17,536.23
TXN-002718,2025-06-17,Core,UK,Direct,4,45,0.026,26,12.0,4.31,0.0,180,175.32,108.52,66.8
TXN-002719,2025-06-06,Core,UAE,Online,2,45,0.012,260,31.0,4.61,3.0,90,88.92,53.02,35.9
TXN-002720,2025-10-20,Premium,US,Online,4,125,0.073,264,26.0,4.81,1.0,500,463.5,261.0,202.5
TXN-002721,2025-04-23,Plus,UAE,Direct,2,75,0.076,174,19.0,4.08,1.0,150,138.6,65.1,73.5
TXN-002722,2025-10-07,Enterprise,UK,Online,4,245,0.099,45,14.0,4.11,0.0,980,882.98,435.94,447.04
TXN-002723,2025-04-17,Premium,US,Online,7,125,0.005,214,9.0,4.59,2.0,875,870.62,493.56,377.06
TXN-002724,2026-04-29,Plus,UAE,Online,8,75,0.059,18,16.0,4.48,1.0,600,564.6,286.23,278.37
TXN-002725,2025-09-23,Core,UK,Direct,3,45,0.032,80,8.0,5.0,0.0,135,130.68,70.15,60.53
TXN-002726,2026-06-20,Core,India,Direct,8,45,0.047,77,2.0,4.67,6.0,360,343.08,186.38,156.7
TXN-002727,2024-03-26,Premium,Germany,Online,3,125,0.049,79,6.0,3.62,-0.0,375,356.62,177.36,179.26
TXN-002728,2025-09-12,Plus,UK,Partner,3,75,0.077,211,13.0,3.83,4.0,225,207.68,95.37,112.31
TXN-002729,2025-10-31,Enterprise,Germany,Direct,9,245,0.066,142,32.0,4.07,3.0,2205,2059.47,1252.73,806.74
TXN-002730,2026-07-20,Core,Germany,Direct,2,45,0.102,38,7.0,3.1,0.0,90,80.82,41.31,39.51
TXN-002731,2024-07-20,Enterprise,India,Direct,5,245,0.06,45,23.0,3.1,2.0,1225,1151.5,697.85,453.65
TXN-002732,2024-02-22,Plus,UK,Partner,4,75,0.062,54,7.0,4.71,-0.0,300,281.4,183.63,97.77
TXN-002733,2026-01-11,Plus,UAE,Direct,3,75,0.014,116,24.0,4.89,0.0,225,221.85,145.45,76.4
TXN-002734,2024-11-03,Plus,US,Online,1,75,0.027,87,21.0,4.61,3.0,75,72.97,48.22,24.75
TXN-002735,2024-03-11,Core,UK,Partner,3,45,0.063,84,25.0,4.66,4.0,135,126.5,82.11,44.39
TXN-002736,2024-12-25,Plus,UAE,Partner,5,75,0.074,111,8.0,4.49,0.0,375,347.25,192.74,154.51
TXN-002737,2025-12-22,Premium,India,Partner,1,125,0.035,296,9.0,3.25,3.0,125,120.62,75.82,44.8
TXN-002738,2025-02-08,Enterprise,India,Direct,1,245,0.03,242,19.0,3.33,0.0,245,237.65,103.37,134.28
TXN-002739,2025-09-26,Core,UK,Online,3,45,0.041,195,16.0,3.13,4.0,135,129.46,71.41,58.05
TXN-002740,2024-06-11,Plus,UAE,Direct,1,75,0.018,196,4.0,3.73,0.0,75,73.65,46.81,26.84
TXN-002741,2025-09-23,Enterprise,US,Online,1,245,0.031,255,16.0,5.0,0.0,245,237.4,148.21,89.19
TXN-002742,2024-04-04,Core,UK,Online,1,45,0.047,14,15.0,3.84,1.0,45,42.88,24.28,18.6
TXN-002743,2025-12-11,Plus,Germany,Partner,4,75,0.102,17,18.0,4.26,4.0,300,269.4,151.0,118.4
TXN-002744,2026-05-03,Premium,Germany,Direct,4,125,0.048,207,15.0,5.0,0.0,500,476.0,235.06,240.94
TXN-002745,2024-11-08,Plus,UAE,Direct,1,75,0.066,271,32.0,3.7,0.0,75,70.05,44.46,25.59
TXN-002746,2026-05-10,Enterprise,UAE,Online,4,245,0.043,44,31.0,3.04,3.0,980,937.86,508.66,429.2
TXN-002747,2024-01-08,Plus,US,Online,3,75,0.021,182,26.0,4.44,0.0,225,220.28,134.21,86.07
TXN-002748,2025-01-09,Core,UAE,Online,2,45,0.094,159,8.0,3.89,1.0,90,81.54,36.07,45.47
TXN-002749,2026-04-27,Enterprise,India,Partner,1,245,0.03,314,19.0,4.16,6.0,245,237.65,136.57,101.08
TXN-002750,2025-11-13,Plus,UK,Online,1,75,0.024,145,32.0,3.56,2.0,75,73.2,45.93,27.27
TXN-002751,2026-03-21,Enterprise,US,Online,2,245,0.086,222,14.0,4.58,5.0,490,447.86,297.37,150.49
TXN-002752,2025-09-29,Enterprise,US,Direct,2,245,0.031,129,20.0,4.19,2.0,490,474.81,254.19,220.62
TXN-002753,2024-07-06,Plus,UAE,Direct,5,75,0.07,83,24.0,3.54,1.0,375,348.75,176.76,171.99
TXN-002754,2024-08-15,Plus,India,Partner,5,75,0.02,309,8.0,3.66,4.0,375,367.5,223.82,143.68
TXN-002755,2024-12-06,Enterprise,India,Online,3,245,0.054,247,5.0,3.64,0.0,735,695.31,419.56,275.75
TXN-002756,2026-01-14,Premium,UK,Direct,1,125,0.004,115,14.0,4.81,3.0,125,124.5,67.91,56.59
TXN-002757,2026-01-27,Premium,India,Online,3,125,0.092,123,5.0,3.29,3.0,375,340.5,209.9,130.6
TXN-002758,2024-12-16,Premium,India,Online,5,125,0.054,291,34.0,4.61,1.0,625,591.25,301.52,289.73
TXN-002759,2024-01-22,Core,UAE,Online,3,45,0.011,308,20.0,3.82,3.0,135,133.51,59.25,74.26
TXN-002760,2026-01-22,Plus,UK,Online,3,75,0.04,240,3.0,4.25,2.0,225,216.0,121.67,94.33
TXN-002761,2026-02-02,Core,UK,Online,4,45,0.09,163,21.0,4.9,0.0,180,163.8,107.72,56.08
TXN-002762,2024-10-27,Plus,US,Online,2,75,0.001,87,28.0,4.08,0.0,150,149.85,79.53,70.32
TXN-002763,2026-06-23,Plus,US,Online,6,75,0.091,163,14.0,3.93,3.0,450,409.05,266.88,142.17
TXN-002764,2024-10-09,Core,India,Direct,6,45,0.086,215,31.0,4.43,0.0,270,246.78,157.04,89.74
TXN-002765,2025-04-03,Premium,India,Direct,2,125,0.02,186,34.0,4.18,0.0,250,245.0,112.41,132.59
TXN-002766,2024-03-29,Plus,UK,Partner,3,75,0.026,253,28.0,4.4,3.0,225,219.15,99.6,119.55
TXN-002767,2025-07-17,Premium,UAE,Online,2,125,0.036,236,28.0,3.65,1.0,250,241.0,148.89,92.11
TXN-002768,2025-10-31,Core,US,Direct,6,45,0.039,181,16.0,5.0,0.0,270,259.47,132.92,126.55
TXN-002769,2025-12-04,Core,US,Direct,1,45,0.047,138,8.0,4.22,4.0,45,42.88,26.89,15.99
TXN-002770,2025-04-17,Core,US,Online,4,45,0.032,159,7.0,4.87,0.0,180,174.24,106.42,67.82
TXN-002771,2024-10-29,Plus,Germany,Direct,2,75,0.043,284,6.0,3.95,0.0,150,143.55,75.04,68.51
TXN-002772,2026-06-26,Enterprise,UK,Direct,3,245,0.006,211,17.0,2.96,1.0,735,730.59,320.84,409.75
TXN-002773,2024-11-16,Core,US,Direct,4,45,0.015,232,22.0,4.46,3.0,180,177.3,103.36,73.94
TXN-002774,2025-06-15,Plus,Germany,Online,3,75,0.102,266,31.0,2.82,3.0,225,202.05,95.75,106.3
TXN-002775,2026-01-17,Core,UK,Online,2,45,0.017,260,17.0,2.89,0.0,90,88.47,45.01,43.46
TXN-002776,2025-08-07,Premium,UK,Online,1,125,0.065,194,30.0,4.11,4.0,125,116.88,70.38,46.5
TXN-002777,2025-04-25,Premium,UK,Direct,1,125,0.154,128,3.0,3.26,5.0,125,105.75,52.78,52.97
TXN-002778,2025-07-31,Core,India,Direct,4,45,0.109,275,7.0,3.44,0.0,180,160.38,82.15,78.23
TXN-002779,2024-12-03,Premium,US,Online,5,125,0.06,98,10.0,3.39,3.0,625,587.5,284.68,302.82
TXN-002780,2025-08-20,Enterprise,US,Online,2,245,0.058,20,11.0,3.24,2.0,490,461.58,207.1,254.48
TXN-002781,2024-03-30,Premium,US,Direct,5,125,0.019,116,31.0,4.29,2.0,625,613.12,398.97,214.15
TXN-002782,2025-12-11,Premium,UAE,Online,4,125,0.011,251,11.0,3.64,1.0,500,494.5,277.51,216.99
TXN-002783,2025-12-21,Plus,US,Partner,8,75,0.039,144,27.0,4.12,-0.0,600,576.6,352.46,224.14
TXN-002784,2025-05-11,Plus,UAE,Online,3,75,0.02,50,8.0,4.07,2.0,225,220.5,146.73,73.77
TXN-002785,2024-12-17,Premium,UAE,Partner,4,125,0.016,164,12.0,3.67,1.0,500,492.0,325.67,166.33
TXN-002786,2026-07-02,Plus,Germany,Online,4,75,0.095,152,3.0,5.0,4.0,300,271.5,137.75,133.75
TXN-002787,2026-03-24,Plus,India,Direct,2,75,0.018,222,23.0,4.09,1.0,150,147.3,92.13,55.17
TXN-002788,2025-09-04,Enterprise,US,Partner,1,245,0.078,75,18.0,4.72,2.0,245,225.89,130.05,95.84
TXN-002789,2024-10-15,Plus,India,Partner,2,75,0.07,142,32.0,3.63,3.0,150,139.5,89.15,50.35
TXN-002790,2024-03-24,Premium,India,Direct,5,125,0.125,86,7.0,3.54,0.0,625,546.88,293.13,253.75
TXN-002791,2024-02-07,Plus,UK,Direct,6,75,0.03,36,19.0,4.54,0.0,450,436.5,202.32,234.18
TXN-002792,2025-09-28,Plus,India,Direct,2,75,0.027,256,14.0,3.78,2.0,150,145.95,84.26,61.69
TXN-002793,2025-09-26,Core,UK,Online,2,45,0.112,102,3.0,4.33,4.0,90,79.92,38.44,41.48
TXN-002794,2026-07-23,Core,UAE,Partner,2,45,0.049,50,2.0,3.98,0.0,90,85.59,47.88,37.71
TXN-002795,2024-02-23,Core,US,Partner,6,45,0.008,67,28.0,3.01,1.0,270,267.84,166.69,101.15
TXN-002796,2025-08-23,Enterprise,India,Partner,5,245,0.136,130,2.0,4.76,1.0,1225,1058.4,506.93,551.47
TXN-002797,2024-11-05,Core,UAE,Direct,9,45,0.054,4,22.0,4.34,2.0,405,383.13,198.41,184.72
TXN-002798,2024-02-26,Premium,UK,Partner,3,125,0.053,6,9.0,2.58,0.0,375,355.12,176.18,178.94
TXN-002799,2025-09-19,Core,Germany,Online,1,45,0.013,293,26.0,4.51,2.0,45,44.42,28.0,16.42
TXN-002800,2025-05-04,Core,UAE,DIRECT,2,45,0.027,20,25.0,4.82,5.0,90,87.57,43.52,44.05
TXN-002801,2024-07-04,Plus,Germany,Online,1,75,0.05,159,24.0,4.05,4.0,75,71.25,33.99,37.26
TXN-002802,2024-09-04,Plus,US,Direct,3,75,0.054,156,31.0,3.57,0.0,225,212.85,118.27,94.58
TXN-002803,2024-10-13,Core,India,Partner,2,45,0.075,166,32.0,4.81,0.0,90,83.25,40.99,42.26
TXN-002804,2025-06-15,Enterprise,Germany,Direct,1,245,0.073,134,25.0,4.06,-0.0,245,227.12,122.0,105.12
TXN-002805,2026-07-24,Core,India,Direct,4,45,0.06,40,10.0,4.04,0.0,180,169.2,106.38,62.82
TXN-002806,2024-05-13,Plus,UK,Online,4,75,0.071,21,24.0,5.0,0.0,300,278.7,161.16,117.54
TXN-002807,2025-11-12,Core,UK,Direct,2,45,0.109,241,32.0,4.27,0.0,90,80.19,34.89,45.3
TXN-002808,2024-03-30,Plus,India,Partner,2,75,0.028,1,28.0,2.75,5.0,150,145.8,81.79,64.01
TXN-002809,2025-12-30,Core,US,Online,3,45,0.112,115,25.0,4.64,-0.0,135,119.88,71.34,48.54
TXN-002810,2026-06-03,Plus,Germany,Partner,6,75,0.111,102,34.0,4.87,1.0,450,400.05,185.77,214.28
TXN-002811,2025-12-17,Premium,US,Partner,1,125,0.076,115,33.0,4.07,3.0,125,115.5,51.23,64.27
TXN-002812,2026-06-05,Plus,Germany,Online,3,75,0.021,253,30.0,3.06,3.0,225,220.28,140.31,79.97
TXN-002813,2025-11-16,Core,India,Partner,5,45,0.081,230,24.0,4.0,0.0,225,206.78,104.48,102.3
TXN-002814,2024-01-21,Premium,India,Partner,3,125,0.046,197,9.0,4.43,5.0,375,357.75,160.26,197.49
TXN-002815,2026-02-24,Premium,US,Direct,5,125,0.058,152,33.0,4.34,-0.0,625,588.75,291.36,297.39
TXN-002816,2025-05-21,Core,Germany,Direct,5,45,0.007,14,14.0,4.78,0.0,225,223.42,117.58,105.84
TXN-002817,2026-03-17,Enterprise,UAE,Online,3,245,0.006,168,25.0,4.06,3.0,735,730.59,357.24,373.35
TXN-002818,2025-10-29,Enterprise,US,Direct,4,245,0.039,205,11.0,4.62,4.0,980,941.78,592.33,349.45
TXN-002819,2026-07-23,Plus,US,Online,2,75,0.036,26,24.0,4.12,0.0,150,144.6,83.09,61.51
TXN-002820,2025-10-15,Plus,India,Online,9,75,0.047,63,27.0,3.48,0.0,675,643.28,343.81,299.47
TXN-002821,2026-06-04,Enterprise,UAE,Direct,3,245,0.096,298,11.0,4.84,3.0,735,664.44,361.82,302.62
TXN-002822,2024-01-09,Premium,UK,Partner,4,125,0.017,276,15.0,3.81,4.0,500,491.5,239.76,251.74
TXN-002823,2024-09-25,Premium,UK,Direct,1,125,0.047,229,26.0,5.0,1.0,125,119.12,62.0,57.12
TXN-002824,2026-06-20,Core,Germany,Partner,2,45,0.076,168,34.0,4.12,6.0,90,83.16,43.69,39.47
TXN-002825,2025-03-07,Plus,UAE,Partner,5,75,0.059,56,8.0,4.66,0.0,375,352.88,227.58,125.3
TXN-002826,2024-12-08,Plus,UK,Online,4,75,0.033,132,31.0,4.67,3.0,300,290.1,150.05,140.05
TXN-002827,2025-04-29,Premium,UK,Online,3,125,0.108,86,20.0,4.31,4.0,375,334.5,218.32,116.18
TXN-002828,2024-06-02,Core,UK,Online,5,45,0.099,196,8.0,4.21,1.0,225,202.72,109.88,92.84
TXN-002829,2026-06-16,Core,US,Partner,5,45,0.022,282,16.0,4.67,0.0,225,220.05,98.08,121.97
TXN-002830,2024-11-15,Premium,Germany,Partner,1,125,0.011,23,6.0,3.42,0.0,125,123.62,79.7,43.92
TXN-002831,2025-11-06,Plus,UK,Online,2,75,0.119,20,5.0,3.28,1.0,150,132.15,68.59,63.56
TXN-002832,2025-06-03,Plus,Germany,Direct,5,75,0.014,197,9.0,3.97,1.0,375,369.75,222.97,146.78
TXN-002833,2026-05-26,Enterprise,Germany,Direct,5,245,0.065,140,11.0,2.62,0.0,1225,1145.38,705.33,440.05
TXN-002834,2025-02-07,Enterprise,Germany,Direct,4,245,0.012,113,3.0,3.89,1.0,980,968.24,554.4,413.84
TXN-002835,2024-08-29,Core,UAE,Direct,3,45,0.085,6,29.0,2.77,1.0,135,123.52,63.42,60.1
TXN-002836,2025-03-01,Core,UAE,Direct,3,45,0.138,282,5.0,4.46,5.0,135,116.37,67.37,49.0
TXN-002837,2024-04-08,Premium,India,Direct,4,125,0.025,91,25.0,2.87,1.0,500,487.5,209.82,277.68
TXN-002838,2024-08-04,Premium,US,Direct,4,125,0.082,10,2.0,4.37,4.0,500,459.0,229.76,229.24
TXN-002839,2025-02-23,Core,US,Direct,3,45,0.035,223,9.0,4.72,0.0,135,130.28,80.42,49.86
TXN-002840,2024-06-06,Core,US,Direct,2,45,0.035,44,3.0,4.79,3.0,90,86.85,53.4,33.45
TXN-002841,2026-03-21,Core,UK,Online,2,45,0.159,242,7.0,3.91,2.0,90,75.69,40.01,35.68
TXN-002842,2026-07-05,Core,Germany,Direct,2,45,0.057,228,9.0,3.73,3.0,90,84.87,39.54,45.33
TXN-002843,2026-01-29,Enterprise,US,Online,1,245,0.013,199,14.0,5.0,4.0,245,241.82,120.95,120.87
TXN-002844,2025-06-22,Core,India,Direct,3,45,0.013,45,24.0,4.48,3.0,135,133.24,59.56,73.68
TXN-002845,2024-07-11,Enterprise,UK,Online,3,245,0.099,46,23.0,3.75,4.0,735,662.24,417.31,244.93
TXN-002846,2025-06-20,Core,US,Direct,4,45,0.085,166,23.0,4.19,2.0,180,164.7,107.47,57.23
TXN-002847,2025-04-09,Enterprise,UK,Online,7,245,0.018,198,20.0,3.88,2.0,1715,1684.13,912.37,771.76
TXN-002848,2024-12-06,Premium,India,Partner,4,125,0.05,214,33.0,3.82,5.0,500,475.0,243.74,231.26
TXN-002849,2024-01-25,Premium,UK,Direct,5,125,0.014,69,23.0,4.41,5.0,625,616.25,290.14,326.11
TXN-002850,2025-06-18,Enterprise,India,Direct,4,245,0.023,99,2.0,3.92,1.0,980,957.46,474.71,482.75
TXN-002851,2026-05-30,Plus,UK,Direct,3,75,0.003,235,15.0,4.08,-0.0,225,224.32,128.79,95.53
TXN-002852,2025-10-19,Plus,UAE,Direct,2,75,0.099,208,18.0,4.22,6.0,150,135.15,85.96,49.19
TXN-002853,2025-08-04,Plus,US,Online,2,75,0.015,177,12.0,4.8,7.0,150,147.75,95.09,52.66
TXN-002854,2024-09-25,Core,India,Partner,3,45,0.039,199,2.0,5.0,0.0,135,129.73,74.57,55.16
TXN-002855,2024-06-14,Plus,Germany,Online,4,75,0.011,162,30.0,4.52,0.0,300,296.7,131.56,165.14
TXN-002856,2025-04-14,Plus,India,Direct,1,75,0.048,178,29.0,3.08,-0.0,75,71.4,47.34,24.06
TXN-002857,2025-07-09,Plus,US,Partner,3,75,0.032,9,34.0,4.89,6.0,225,217.8,123.59,94.21
TXN-002858,2024-03-14,Plus,India,Partner,6,75,0.018,224,3.0,4.31,0.0,450,441.9,259.52,182.38
TXN-002859,2025-08-09,Plus,UK,Direct,2,75,0.093,180,14.0,4.36,2.0,150,136.05,89.93,46.12
TXN-002860,2025-02-19,Plus,UAE,Online,1,75,0.11,223,8.0,3.56,4.0,75,66.75,35.4,31.35
TXN-002861,2025-06-09,Core,UAE,Partner,4,45,0.049,138,25.0,3.14,3.0,180,171.18,76.57,94.61
TXN-002862,2026-03-30,Premium,UAE,Direct,2,125,0.009,252,32.0,4.58,4.0,250,247.75,121.38,126.37
TXN-002863,2025-08-17,Plus,UK,Online,1,75,0.038,140,21.0,4.7,-0.0,75,72.15,39.64,32.51
TXN-002864,2026-02-08,Plus,US,Partner,2,75,0.045,311,15.0,3.88,-0.0,150,143.25,67.76,75.49
TXN-002865,2024-11-25,Premium,UAE,Online,1,125,0.032,245,2.0,5.0,2.0,125,121.0,65.99,55.01
TXN-002866,2026-02-16,Premium,US,Online,3,125,0.02,217,33.0,4.86,0.0,375,367.5,166.62,200.88
TXN-002867,2025-05-07,Plus,US,Online,2,75,0.047,104,23.0,4.66,0.0,150,142.95,70.96,71.99
TXN-002868,2026-06-15,Premium,India,Partner,1,125,0.141,258,20.0,3.94,5.0,125,107.38,66.43,40.95
TXN-002869,2025-03-19,Premium,UAE,Online,2,125,0.113,106,8.0,3.64,0.0,250,221.75,101.89,119.86
TXN-002870,2025-09-30,Enterprise,Germany,Direct,8,245,0.045,180,4.0,2.96,1.0,1960,1871.8,1010.47,861.33
TXN-002871,2025-08-03,Core,India,Online,5,45,0.095,177,17.0,3.41,0.0,225,203.62,116.26,87.36
TXN-002872,2025-07-29,Core,UAE,Direct,1,45,0.05,7,11.0,3.57,1.0,45,42.75,28.04,14.71
TXN-002873,2024-01-17,Plus,US,Online,3,75,0.062,173,21.0,4.49,3.0,225,211.05,95.97,115.08
TXN-002874,2025-07-02,Premium,US,Direct,2,125,0.02,208,2.0,3.59,0.0,250,245.0,121.99,123.01
TXN-002875,2025-06-18,Enterprise,Germany,Online,1,245,0.014,147,33.0,4.05,0.0,245,241.57,154.36,87.21
TXN-002876,2024-09-11,Plus,UAE,Online,1,75,0.038,63,13.0,3.92,0.0,75,72.15,44.18,27.97
TXN-002877,2024-09-06,Premium,US,Partner,1,125,0.016,64,9.0,4.43,-0.0,125,123.0,63.59,59.41
TXN-002878,2024-12-20,Core,US,Online,4,45,0.062,14,9.0,3.69,4.0,180,168.84,102.38,66.46
TXN-002879,2024-05-30,Enterprise,US,Direct,6,245,0.022,144,16.0,2.83,0.0,1470,1437.66,937.85,499.81
TXN-002880,2025-05-05,Core,UAE,Direct,2,45,0.147,281,7.0,3.5,6.0,90,76.77,47.53,29.24
TXN-002881,2025-10-29,Enterprise,UK,Partner,2,245,0.02,42,28.0,3.17,2.0,490,480.2,212.74,267.46
TXN-002882,2026-05-09,Enterprise,India,Online,6,245,0.006,157,33.0,3.44,0.0,1470,1461.18,790.13,671.05
TXN-002883,2024-01-13,Enterprise,Germany,Direct,2,245,0.026,182,9.0,4.07,2.0,490,477.26,248.05,229.21
TXN-002884,2024-12-26,Plus,India,Partner,4,75,0.089,88,16.0,3.24,3.0,300,273.3,131.99,141.31
TXN-002885,2025-08-06,Core,Germany,Partner,2,45,0.122,47,10.0,3.45,0.0,90,79.02,34.38,44.64
TXN-002886,2026-06-10,Core,India,Direct,1,45,0.02,171,18.0,4.88,1.0,45,44.1,22.96,21.14
TXN-002887,2025-07-25,Plus,UK,Direct,2,75,0.046,92,27.0,4.9,0.0,150,143.1,90.88,52.22
TXN-002888,2025-04-05,Plus,UK,Online,2,75,0.03,35,29.0,3.47,1.0,150,145.5,64.6,80.9
TXN-002889,2025-03-29,Enterprise,US,Online,1,245,0.038,280,14.0,3.24,0.0,245,235.69,123.26,112.43
TXN-002890,2025-01-04,Core,Germany,Online,1,45,0.089,197,11.0,3.34,2.0,45,41.0,25.93,15.07
TXN-002891,2025-07-07,Enterprise,UK,Online,4,245,0.113,116,34.0,2.98,4.0,980,869.26,507.87,361.39
TXN-002892,2026-03-23,Core,India,Direct,4,45,0.041,266,22.0,2.99,2.0,180,172.62,104.42,68.2
TXN-002893,2024-04-10,Plus,UK,Partner,3,75,0.083,226,10.0,4.29,0.0,225,206.32,131.87,74.45
TXN-002894,2024-10-17,Core,UK,Online,4,45,0.025,221,27.0,3.83,1.0,180,175.5,95.81,79.69
TXN-002895,2025-06-28,Core,India,Direct,5,45,0.145,120,11.0,4.11,0.0,225,192.38,89.73,102.65
TXN-002896,2026-05-17,Core,UK,Partner,1,45,0.112,61,33.0,4.05,1.0,45,39.96,21.99,17.97
TXN-002897,2024-02-25,Core,UK,Online,1,45,0.057,19,32.0,4.36,6.0,45,42.43,26.24,16.19
TXN-002898,2025-04-28,Premium,UAE,Direct,2,125,0.011,235,20.0,4.32,4.0,250,247.25,145.43,101.82
TXN-002899,2024-11-16,Premium,India,Direct,6,125,0.012,291,21.0,3.19,3.0,750,741.0,462.36,278.64
TXN-002900,2024-12-23,Plus,UK,Online,1,75,0.048,18,20.0,4.48,0.0,75,71.4,35.16,36.24
TXN-002901,2025-12-23,Enterprise,Germany,Online,5,245,0.111,106,8.0,3.58,0.0,1225,1089.03,616.3,472.73
TXN-002902,2025-08-01,Premium,UK,Partner,2,125,0.04,178,3.0,3.19,0.0,250,240.0,110.36,129.64
TXN-002903,2025-04-05,Plus,Germany,Online,4,75,0.013,81,22.0,2.97,0.0,300,296.1,153.14,142.96
TXN-002904,2025-02-15,Premium,India,Partner,3,125,0.068,222,29.0,4.93,1.0,375,349.5,192.8,156.7
TXN-002905,2025-10-07,Core,UAE,Online,3,45,0.091,23,30.0,3.29,0.0,135,122.72,59.41,63.31
TXN-002906,2025-05-10,Enterprise,UK,Direct,2,245,0.012,231,18.0,5.0,-0.0,490,484.12,226.43,257.69
TXN-002907,2025-01-03,Enterprise,India,Direct,6,245,0.054,249,30.0,3.86,9.0,1470,1390.62,908.02,482.6
TXN-002908,2024-05-10,Premium,India,Online,2,125,0.112,83,16.0,4.31,3.0,250,222.0,118.42,103.58
TXN-002909,2024-06-04,Premium,India,Direct,1,125,0.047,57,13.0,4.89,5.0,125,119.12,72.38,46.74
TXN-002910,2024-10-20,Plus,India,Partner,6,75,0.036,38,21.0,3.8,0.0,450,433.8,274.63,159.17
TXN-002911,2024-07-04,Core,UK,Online,2,45,0.061,209,11.0,3.5,0.0,90,84.51,44.76,39.75
TXN-002912,2024-07-29,Plus,Germany,Partner,3,75,0.033,162,23.0,2.92,2.0,225,217.58,137.43,80.15
TXN-002913,2024-08-20,Plus,US,Online,2,75,0.009,97,33.0,4.67,0.0,150,148.65,67.52,81.13
TXN-002914,2024-08-08,Core,Germany,Partner,2,45,0.006,80,7.0,3.5,1.0,90,89.46,58.28,31.18
TXN-002915,2024-11-20,Plus,US,Online,7,75,0.069,246,14.0,3.63,-0.0,525,488.78,320.13,168.65
TXN-002916,2025-12-09,Enterprise,UK,Online,1,245,0.037,46,19.0,4.45,1.0,245,235.94,136.07,99.87
TXN-002917,2024-02-24,Premium,US,Direct,2,125,0.021,251,20.0,4.05,0.0,250,244.75,151.5,93.25
TXN-002918,2026-03-25,Plus,India,Partner,6,75,0.037,211,14.0,5.0,-0.0,450,433.35,232.86,200.49
TXN-002919,2025-02-24,Core,Germany,Direct,3,45,0.06,114,8.0,3.61,0.0,135,126.9,66.04,60.86
TXN-002920,2025-01-16,Plus,US,Direct,2,75,0.065,152,23.0,4.27,0.0,150,140.25,62.33,77.92
TXN-002921,2026-04-12,Core,US,Direct,3,45,0.016,103,15.0,4.19,5.0,135,132.84,63.47,69.37
TXN-002922,2025-09-19,Premium,US,Online,1,125,0.069,73,13.0,3.52,2.0,125,116.38,61.21,55.17
TXN-002923,2026-01-11,Plus,US,Direct,1,75,0.081,313,18.0,3.89,4.0,75,68.92,43.27,25.65
TXN-002924,2026-06-07,Premium,Germany,Online,3,125,0.121,229,9.0,2.34,4.0,375,329.62,185.88,143.74
TXN-002925,2024-02-29,Core,US,Online,1,45,0.065,242,28.0,4.2,0.0,45,42.08,27.72,14.36
TXN-002926,2025-12-26,Core,India,Online,1,45,0.111,138,27.0,3.9,3.0,45,40.01,18.9,21.11
TXN-002927,2024-04-15,Plus,UK,Partner,4,75,0.049,80,15.0,4.83,2.0,300,285.3,133.27,152.03
TXN-002928,2025-05-28,Premium,UAE,Partner,1,125,0.052,19,10.0,4.16,-0.0,125,118.5,70.09,48.41
TXN-002929,2025-09-03,Premium,Germany,Partner,3,125,0.018,170,32.0,3.0,1.0,375,368.25,231.45,136.8
TXN-002930,2025-03-07,Premium,UAE,Online,1,125,0.13,129,29.0,4.54,4.0,125,108.75,69.19,39.56
TXN-002931,2026-05-09,Plus,US,Online,1,75,0.085,267,32.0,4.09,0.0,75,68.62,45.16,23.46
TXN-002932,2025-12-14,Plus,Germany,Online,8,75,0.05,77,10.0,4.24,3.0,600,570.0,336.19,233.81
TXN-002933,2025-12-11,Enterprise,US,Direct,5,245,0.066,99,4.0,3.8,0.0,1225,1144.15,494.16,649.99
TXN-002934,2024-07-09,Core,US,Online,3,45,0.053,70,21.0,5.0,3.0,135,127.84,84.8,43.04
TXN-002935,2024-06-16,Plus,UK,Direct,4,75,0.044,182,24.0,3.06,1.0,300,286.8,151.59,135.21
TXN-002936,2025-11-13,Core,UAE,Partner,4,45,0.078,273,24.0,4.15,0.0,180,165.96,101.74,64.22
TXN-002937,2024-05-28,Core,India,Direct,3,45,0.06,29,34.0,3.82,0.0,135,126.9,70.29,56.61
TXN-002938,2024-06-11,Plus,India,Direct,2,75,0.101,73,28.0,3.01,1.0,150,134.85,80.59,54.26
TXN-002939,2024-11-25,Premium,UK,Online,5,125,0.035,247,5.0,4.28,0.0,625,603.12,328.6,274.52
TXN-002940,2025-05-19,Plus,UK,Online,3,75,0.052,156,5.0,3.03,2.0,225,213.3,101.67,111.63
TXN-002941,2025-03-17,Plus,UK,Partner,1,75,0.12,108,34.0,4.43,2.0,75,66.0,39.43,26.57
TXN-002942,2026-07-28,Plus,UK,Online,1,75,0.028,216,5.0,3.9,3.0,75,72.9,44.56,28.34
TXN-002943,2025-07-19,Core,UK,Online,2,45,0.061,158,13.0,3.96,2.0,90,84.51,49.5,35.01
